日期,时刻,辐照度,风速,风向,温度,湿度,气压
945,17,456,9.1,327,11.7,18,69200
945,20,15,4.6,57,8.1,28,69300
945,23,0,5.3,51,3.9,41,69500
946,2,0,2.5,88,1.0,42,69400
946,5,0,0.8,67,-0.1,43,69300
946,8,205,0.6,329,1.5,37,69400
946,11,801,0.6,279,7.8,22,69400
946,14,924,4.6,290,14.5,12,69000
946,17,510,10.0,351,14.5,14,68900
946,20,17,4.0,33,10.2,21,69100
946,23,0,4.8,79,5.8,34,69400
947,2,0,3.3,47,1.8,43,69500
947,5,0,1.0,61,0.7,41,69500
947,8,209,0.9,0,1.7,36,69600
947,11,803,0.9,96,8.0,25,69500
947,14,994,0.2,90,14.1,15,69200
947,17,563,0.7,225,17.2,10,68700
947,20,18,6.2,75,13.7,17,68700
947,23,0,4.6,90,8.5,35,69000
948,2,0,4.0,63,5.9,33,69200
948,5,0,4.3,65,3.8,39,69100
948,8,170,3.1,81,5.5,34,69300
948,11,704,4.0,102,10.4,24,69300
948,14,878,1.1,100,13.9,21,69000
948,17,477,4.7,61,15.3,22,68800
948,20,14,4.7,65,11.8,35,69100
948,23,0,4.3,23,8.4,51,69600
949,2,0,6.5,15,5.5,64,69700
949,5,0,3.0,30,3.9,76,69700
949,8,58,2.4,95,3.1,81,69900
949,11,369,2.7,103,4.0,69,70000
949,14,708,5.1,73,8.4,46,69600
949,17,380,7.4,99,11.0,36,69300
949,20,9,8.6,98,7.1,53,69600
949,23,0,6.5,101,4.7,67,69800
950,2,0,4.7,89,4.3,67,69700
950,5,0,4.0,68,3.2,70,69700
950,8,75,3.1,65,2.4,71,69900
950,11,302,2.9,76,3.5,64,70000
950,14,435,5.2,89,5.2,58,70000
950,17,301,6.4,101,6.2,54,69900
950,20,11,6.1,104,4.3,68,70100
950,23,0,5.2,110,2.7,74,70300
951,2,0,4.0,90,1.7,83,70200
951,5,0,3.7,110,-0.8,83,70100
951,8,202,2.8,107,0.7,69,70200
951,11,778,2.6,119,4.9,47,70100
951,14,907,2.5,148,9.2,35,69800
951,17,497,1.9,115,10.6,29,69500
951,20,17,3.7,56,8.4,43,69600
951,23,0,4.2,56,4.2,60,69900
952,2,0,1.0,354,1.7,68,69900
952,5,0,1.1,292,-0.9,72,69900
952,8,221,1.9,279,0.9,57,70000
952,11,811,1.1,153,6.8,42,70000
952,14,969,1.3,135,10.4,36,69700
952,17,560,1.2,95,11.8,28,69400
952,20,20,3.2,134,9.6,39,69400
952,23,0,1.9,65,6.1,51,69700
953,2,0,2.8,92,4.1,55,69600
953,5,0,0.8,120,1.0,63,69500
953,8,204,0.3,162,2.9,52,69600
953,11,800,1.5,148,9.1,33,69600
953,14,980,0.7,74,13.7,24,69200
953,17,566,0.7,0,15.2,18,68900
953,20,21,2.2,90,12.8,31,69000
953,23,0,4.7,75,8.5,41,69200
954,2,0,3.2,46,7.8,46,69200
954,5,0,3.6,341,4.8,56,69200
954,8,216,2.3,56,5.8,50,69400
954,11,767,2.4,105,10.7,37,69400
954,14,884,4.5,298,15.1,18,69100
954,17,522,6.9,292,16.2,12,68800
954,20,21,5.5,20,12.0,27,68900
954,23,0,7.6,58,7.8,39,69200
955,2,0,3.5,102,3.7,68,69300
955,5,0,1.4,78,2.7,68,69300
955,8,227,1.4,98,2.9,59,69400
955,11,821,2.7,121,9.6,36,69200
955,14,1005,3.5,140,15.9,23,68800
955,17,577,5.7,122,19.1,19,68300
955,20,22,7.2,103,15.6,32,68300
955,23,0,4.7,90,11.3,48,68700
956,2,0,7.6,294,8.2,64,68900
956,5,0,6.9,301,5.9,71,69100
956,8,196,5.0,300,5.7,61,69300
956,11,562,7.2,294,10.7,33,69300
956,14,505,7.2,310,11.2,34,69200
956,17,279,7.9,301,9.5,40,69300
956,20,15,3.5,75,7.7,49,69400
956,23,0,3.4,118,5.3,65,69700
957,2,0,4.6,80,1.7,86,69800
957,5,0,2.8,75,0.0,84,69800
957,8,221,2.5,286,2.3,67,70000
957,11,820,12.1,292,9.1,19,70100
957,14,986,15.3,292,11.0,16,69900
957,17,561,12.8,300,11.3,14,69700
957,20,24,9.3,304,7.9,22,69800
957,23,0,6.0,281,3.9,34,70000
958,2,0,5.1,264,0.9,48,70000
958,5,0,3.0,276,-2.6,53,69900
958,8,249,0.6,279,0.3,39,70000
958,11,850,1.0,191,6.8,25,69800
958,14,1028,3.4,275,12.9,11,69400
958,17,601,12.0,288,14.0,8,69200
958,20,27,7.2,295,10.9,15,69300
958,23,0,3.8,276,5.6,28,69600
959,2,0,8.0,357,2.3,38,69800
959,5,0,7.1,24,-0.9,57,70200
959,8,200,2.3,358,0.9,47,70400
959,11,604,3.3,97,4.6,37,70300
959,14,636,4.7,125,7.3,30,70000
959,17,332,4.6,128,7.7,28,69800
959,20,17,6.2,105,5.4,43,70000
959,23,0,4.9,96,3.7,53,70300
960,2,0,6.3,90,2.2,52,70100
960,5,0,4.7,94,0.0,58,70000
960,8,245,2.6,99,2.5,47,70100
960,11,831,1.2,138,7.8,37,70000
960,14,945,2.0,108,12.7,21,69600
960,17,503,4.8,78,14.2,16,69200
960,20,25,6.9,70,12.4,20,69300
960,23,0,6.7,24,8.7,38,69700
961,2,0,6.7,318,2.9,81,69900
961,5,0,5.6,297,2.1,88,69900
961,8,164,6.7,302,3.1,65,70000
961,11,744,4.1,329,7.2,39,70000
961,14,955,3.4,345,11.3,20,69700
961,17,525,4.4,337,12.5,19,69500
961,20,25,1.9,148,8.4,37,69500
961,23,0,2.3,70,5.0,37,69700
962,2,0,1.1,75,1.8,43,69700
962,5,0,0.9,324,-1.1,52,69700
962,8,255,1.2,275,1.4,43,69900
962,11,829,1.1,117,7.3,30,69900
962,14,967,1.7,115,11.5,26,69600
962,17,484,4.6,103,12.9,26,69300
962,20,19,4.9,44,9.1,36,69500
962,23,0,3.5,51,5.8,50,69700
963,2,0,2.4,330,3.8,59,69600
963,5,0,0.9,201,2.6,61,69500
963,8,243,0.1,180,4.2,54,69700
963,11,809,0.3,162,9.8,36,69700
963,14,908,4.9,290,15.9,21,69300
963,17,480,5.7,12,15.6,23,69200
963,20,26,3.7,87,12.3,35,69400
963,23,0,2.6,13,7.6,40,69600
964,2,0,2.4,81,5.9,41,69600
964,5,0,2.2,80,4.5,45,69500
964,8,218,2.1,317,6.3,46,69800
964,11,604,2.0,57,10.7,36,69900
964,14,593,4.1,16,10.9,44,69900
964,17,361,1.3,48,10.0,51,69900
964,20,22,3.6,134,7.7,65,70100
964,23,0,2.5,127,5.4,82,70400
965,2,0,2.6,67,4.9,75,70100
965,5,0,5.1,9,2.9,77,70200
965,8,183,3.0,21,4.5,67,70400
965,11,745,0.6,180,8.1,53,70500
965,14,925,1.8,112,12.0,41,70200
965,17,502,4.6,303,12.4,33,70100
965,20,26,2.2,54,10.3,45,70100
965,23,0,2.9,36,5.7,61,70300
966,2,0,1.6,90,3.6,60,70200
966,5,0,1.0,90,1.5,63,70100
966,8,256,2.8,270,3.5,54,70200
966,11,840,0.4,270,10.1,35,70100
966,14,990,0.3,270,15.7,21,69700
966,17,585,1.1,5,17.9,14,69400
966,20,37,4.2,142,14.0,33,69300
966,23,0,2.2,90,10.0,34,69500
967,2,0,1.4,82,8.5,31,69500
967,5,0,1.1,80,5.7,38,69500
967,8,149,1.3,356,7.1,38,69700
967,11,489,4.7,293,12.3,26,69700
967,14,577,8.4,300,15.0,25,69500
967,17,350,4.8,319,14.1,30,69400
967,20,37,5.7,301,12.4,31,69500
967,23,0,2.1,307,7.1,55,69800
968,2,0,1.4,168,3.5,64,69800
968,5,0,3.1,324,0.7,67,69800
968,8,265,3.6,273,4.3,47,70000
968,11,830,9.5,288,11.8,14,69800
968,14,889,10.8,311,13.9,11,69600
968,17,470,8.0,324,14.0,12,69400
968,20,31,6.6,32,10.6,24,69600
968,23,0,3.3,44,7.1,36,69900
969,2,0,2.5,45,2.9,52,70000
969,5,0,2.1,65,1.5,57,69900
969,8,261,1.8,292,3.4,51,70100
969,11,837,1.3,138,8.9,33,70100
969,14,956,1.4,111,12.8,24,69800
969,17,460,3.8,41,13.3,22,69700
969,20,23,5.7,99,10.4,37,69900
969,23,0,6.6,100,8.2,49,70000
970,2,0,4.9,94,4.6,63,70000
970,5,0,4.4,89,2.2,71,70000
970,8,262,2.3,108,4.5,57,70100
970,11,834,1.5,110,9.6,39,69900
970,14,986,1.9,102,14.2,22,69500
970,17,527,4.7,50,15.1,20,69300
970,20,39,3.6,174,12.2,31,69400
970,23,0,1.4,56,8.9,46,69600
971,2,0,2.5,74,6.1,48,69400
971,5,0,2.1,87,4.0,54,69400
971,8,268,0.9,69,5.8,43,69500
971,11,840,2.3,121,11.9,29,69400
971,14,989,1.7,59,16.4,16,69100
971,17,590,3.0,23,18.5,12,68800
971,20,51,7.0,32,14.6,20,69000
971,23,0,5.1,43,10.2,31,69300
972,2,0,2.7,356,6.0,51,69400
972,5,0,2.4,294,3.5,58,69400
972,8,266,2.8,276,6.6,43,69600
972,11,838,1.5,293,13.5,25,69500
972,14,1014,5.0,9,18.3,16,69300
972,17,621,6.6,0,19.0,15,69100
972,20,54,4.9,32,15.9,26,69200
972,23,0,4.4,73,11.2,38,69400
973,2,0,1.0,336,7.8,40,69300
973,5,0,1.3,108,6.5,39,69300
973,8,274,1.2,90,8.4,33,69400
973,11,863,2.0,120,14.7,20,69200
973,14,1020,3.8,113,20.4,9,68800
973,17,523,4.8,86,22.3,7,68500
973,20,38,7.9,75,19.9,15,68500
973,23,0,6.5,50,16.3,24,68800
974,2,0,5.5,41,15.0,32,68900
974,5,0,8.0,27,13.4,40,69000
974,8,177,5.5,20,13.6,40,69200
974,11,712,4.4,93,17.0,30,69300
974,14,915,4.1,91,19.1,24,69000
974,17,506,5.4,120,21.2,20,68800
974,20,42,7.7,97,18.0,30,68900
974,23,0,4.6,90,15.3,41,69300
975,2,0,5.4,106,11.1,51,69400
975,5,0,2.5,153,10.3,59,69400
975,8,92,1.7,126,9.3,71,69500
975,11,447,4.4,96,11.0,59,69500
975,14,776,3.7,117,16.3,38,69000
975,17,414,3.7,98,18.5,35,68700
975,20,22,7.1,352,11.1,68,69300
975,23,0,1.4,176,9.5,78,69700
976,2,0,2.9,10,8.4,75,69700
976,5,0,2.3,304,6.8,74,69800
976,8,233,1.4,309,7.8,57,70000
976,11,789,0.4,153,11.6,47,69900
976,14,962,2.2,106,14.8,39,69700
976,17,589,2.1,101,15.9,35,69500
976,20,53,7.5,95,12.6,53,69600
976,23,0,5.6,99,9.2,70,69800
977,2,0,4.2,94,5.6,76,69800
977,5,0,4.0,97,3.9,74,69800
977,8,264,1.9,118,6.8,62,69900
977,11,817,2.6,101,11.7,48,69800
977,14,939,4.2,101,16.1,39,69400
977,17,477,8.1,99,17.2,33,69100
977,20,29,8.2,95,13.6,49,69400
977,23,0,7.7,86,10.0,71,69800
978,2,0,4.5,72,7.3,80,69900
978,5,0,2.4,45,5.1,87,70000
978,8,106,2.2,69,5.6,80,70000
978,11,414,2.7,96,8.0,69,70000
978,14,685,2.6,97,10.7,62,69800
978,17,451,2.2,112,12.4,55,69600
978,20,37,3.9,296,9.6,69,69900
978,23,0,1.1,63,6.4,76,70200
979,2,0,1.2,48,5.1,82,70300
979,5,0,1.9,32,3.7,89,70200
979,8,187,2.0,273,3.7,83,70400
979,11,775,0.4,180,8.0,57,70300
979,14,961,1.3,119,11.4,49,70000
979,17,557,0.9,186,11.9,36,69800
979,20,55,3.4,130,10.0,56,69900
979,23,0,1.3,90,6.0,63,70100
980,2,0,2.2,68,4.6,82,70000
980,5,0,1.8,61,2.7,82,69900
980,8,267,3.8,293,5.6,68,70000
980,11,817,1.3,270,10.3,52,69900
980,14,973,0.8,180,13.9,40,69600
980,17,602,1.9,55,15.0,22,69400
980,20,60,3.6,42,11.7,43,69500
980,23,0,3.5,83,6.7,53,69800
981,2,0,2.5,334,4.3,49,69800
981,5,0,0.6,0,4.8,45,69700
981,8,272,1.6,284,6.8,45,69900
981,11,844,0.7,164,12.1,35,69800
981,14,1028,1.9,106,16.5,24,69500
981,17,587,3.6,117,18.1,20,69200
981,20,52,6.1,107,15.4,39,69200
981,23,0,4.9,79,11.2,44,69400
982,2,0,4.0,90,10.1,50,69300
982,5,0,3.4,104,9.3,52,69200
982,8,150,2.1,107,10.9,50,69400
982,11,434,1.7,97,13.8,40,69400
982,14,515,1.4,159,16.6,32,69100
982,17,263,7.2,23,15.5,37,69100
982,20,26,2.4,7,13.8,49,69300
982,23,0,2.3,214,10.9,59,69500
983,2,0,9.6,287,9.3,71,69400
983,5,0,8.9,285,8.6,69,69400
983,8,158,6.2,281,9.8,61,69600
983,11,636,2.6,281,14.7,37,69600
983,14,867,2.8,142,17.8,28,69300
983,17,510,5.3,142,18.4,26,69100
983,20,54,1.6,142,16.8,39,69200
983,23,0,0.2,63,13.3,52,69500
984,2,0,0.9,144,11.3,53,69500
984,5,0,1.8,90,10.3,55,69500
984,8,262,1.5,113,12.2,46,69500
984,11,799,3.4,117,16.6,33,69400
984,14,913,3.4,144,19.9,27,69100
984,17,467,4.6,122,20.5,25,68900
984,20,39,8.7,110,18.2,34,69000
984,23,0,6.9,112,15.5,47,69300
985,2,0,1.6,117,13.8,56,69100
985,5,0,1.7,80,11.4,72,69100
985,8,48,5.6,17,10.1,75,69200
985,11,204,2.4,355,10.6,68,69300
985,14,306,2.4,24,12.1,60,69300
985,17,191,3.0,63,12.7,54,69200
985,20,23,0.6,180,11.8,64,69300
985,23,0,0.6,225,10.2,81,69500
986,2,0,2.3,308,8.4,84,69500
986,5,0,2.4,303,7.3,83,69400
986,8,189,1.7,270,8.8,75,69400
986,11,534,2.4,142,12.0,58,69400
986,14,540,2.9,128,14.3,52,69100
986,17,220,2.1,125,13.3,59,68900
986,20,15,4.1,76,11.1,74,69100
986,23,0,4.1,54,10.0,80,69200
987,2,0,4.2,59,10.6,75,69000
987,5,0,2.9,54,9.2,80,68900
987,8,99,2.1,53,10.6,75,69000
987,11,315,3.2,85,12.8,62,69000
987,14,369,4.6,51,13.6,58,69000
987,17,191,6.4,20,11.8,70,69000
987,20,19,1.9,288,10.1,77,69200
987,23,0,5.2,316,8.9,81,69400
988,2,0,2.1,47,8.9,79,69400
988,5,0,2.1,45,8.5,80,69300
988,8,78,1.3,45,9.0,75,69300
988,11,243,0.9,69,9.8,75,69400
988,14,315,1.1,218,10.5,72,69300
988,17,191,1.1,345,10.5,71,69200
988,20,23,3.8,125,9.1,84,69300
988,23,0,2.4,161,7.8,85,69500
989,2,0,1.9,96,6.8,89,69300
989,5,0,0.4,214,6.4,88,69300
989,8,136,3.5,268,7.6,78,69300
989,11,379,10.9,289,9.8,64,69200
989,14,425,6.6,323,10.2,58,69200
989,17,328,4.1,334,10.6,57,69200
989,20,47,1.1,350,8.4,71,69300
989,23,0,4.0,340,6.1,81,69500
990,2,0,6.9,284,3.5,80,69400
990,5,0,8.9,278,3.6,72,69400
990,8,244,8.1,277,6.3,60,69600
990,11,705,12.1,280,10.4,47,69400
990,14,816,11.1,298,12.7,38,69300
990,17,487,10.3,306,13.3,35,69300
990,20,63,10.9,289,10.8,47,69400
990,23,0,11.4,284,7.2,60,69700
991,2,0,8.6,288,4.7,71,69700
991,5,0,6.1,284,3.1,71,69800
991,8,284,2.8,288,5.9,60,69900
991,11,828,0.2,243,11.3,45,69900
991,14,967,0.3,180,14.8,34,69600
991,17,613,0.1,135,16.2,29,69300
991,20,75,4.1,93,12.5,53,69300
991,23,0,3.8,65,8.0,63,69500
992,2,0,3.4,300,6.1,70,69500
992,5,0,0.7,352,4.6,69,69400
992,8,278,0.3,342,8.6,55,69600
992,11,822,0.4,14,12.9,47,69500
992,14,939,2.6,301,17.1,35,69200
992,17,579,2.8,354,17.3,33,69100
992,20,75,2.3,90,14.2,53,69200
992,23,0,2.0,33,10.6,57,69400
993,2,0,3.0,73,8.2,67,69400
993,5,0,2.3,90,7.4,69,69400
993,8,270,2.0,90,9.7,62,69500
993,11,804,3.0,96,14.3,48,69300
993,14,887,6.2,101,18.5,36,69000
993,17,337,9.4,100,18.5,38,68600
993,20,19,5.1,117,12.5,74,69100
993,23,0,3.4,102,10.2,84,69400
994,2,0,8.7,308,8.4,82,69500
994,5,0,5.4,344,7.3,82,69600
994,8,139,2.6,257,8.0,77,69700
994,11,688,5.7,283,12.6,47,69600
994,14,926,9.4,280,16.1,37,69300
994,17,510,5.1,333,16.0,38,69200
994,20,53,3.8,331,13.6,54,69400
994,23,0,3.8,312,9.5,60,69600
995,2,0,2.8,330,5.7,59,69600
995,5,0,1.1,75,6.7,54,69600
995,8,248,0.7,82,8.3,51,69700
995,11,755,1.3,99,12.9,41,69600
995,14,859,2.9,146,16.1,31,69400
995,17,500,3.1,143,17.5,30,69200
995,20,65,3.5,121,15.0,48,69200
995,23,0,5.6,125,11.1,61,69500
996,2,0,4.2,109,8.6,69,69300
996,5,0,3.0,114,7.9,66,69200
996,8,274,1.4,111,10.6,57,69400
996,11,809,2.2,111,14.7,47,69400
996,14,919,3.4,88,17.6,38,69100
996,17,515,4.7,74,18.3,39,69000
996,20,60,5.0,100,15.6,52,69200
996,23,0,5.7,50,12.0,60,69400
997,2,0,3.4,83,9.0,62,69400
997,5,0,3.9,78,8.1,64,69400
997,8,153,2.3,90,11.0,54,69500
997,11,580,2.5,95,14.5,42,69500
997,14,793,4.6,109,18.3,32,69200
997,17,414,8.3,111,18.6,31,69000
997,20,45,7.7,113,16.2,49,69200
997,23,0,2.4,78,12.8,55,69500
998,2,0,3.4,105,11.4,61,69400
998,5,0,1.9,108,10.9,66,69400
998,8,74,0.4,56,10.8,69,69500
998,11,282,2.8,88,13.5,52,69500
998,14,350,3.5,97,15.2,46,69400
998,17,239,3.1,99,15.2,47,69300
998,20,43,3.9,108,14.2,58,69400
998,23,0,2.8,52,11.7,64,69600
999,2,0,3.2,332,10.6,81,69600
999,5,0,1.0,299,10.0,85,69500
999,8,67,1.6,333,10.7,77,69600
999,11,238,1.1,297,11.9,72,69700
999,14,477,0.2,270,14.3,60,69500
999,17,397,0.2,0,16.8,54,69300
999,20,44,3.6,52,13.4,76,69500
999,23,0,1.5,122,11.8,86,69700
1000,2,0,3.1,65,10.1,82,69600
1000,5,0,1.9,0,8.6,85,69600
1000,8,215,2.9,270,11.4,72,69700
1000,11,705,0.7,304,14.8,57,69700
1000,14,912,0.9,72,17.6,43,69400
1000,17,604,2.0,84,18.9,35,69200
1000,20,80,6.4,115,16.7,51,69200
1000,23,0,5.8,83,13.1,66,69600
1001,2,0,3.5,87,10.1,79,69500
1001,5,0,3.1,83,8.3,80,69500
1001,8,274,1.3,67,11.1,67,69600
1001,11,816,2.1,113,15.5,53,69500
1001,14,987,3.1,94,19.4,37,69200
1001,17,609,3.1,107,21.1,28,68900
1001,20,77,6.4,114,19.2,41,68900
1001,23,0,4.6,68,15.7,48,69100
1002,2,0,3.8,57,12.3,58,69100
1002,5,0,2.4,36,11.6,60,69000
1002,8,69,3.2,275,11.9,67,69200
1002,11,261,4.6,263,13.8,62,69400
1002,14,337,4.0,340,14.3,58,69300
1002,17,253,2.1,14,14.2,56,69300
1002,20,45,1.1,139,13.6,61,69400
1002,23,0,1.4,231,10.4,80,69500
1003,2,0,2.0,279,9.2,87,69500
1003,5,0,3.2,279,8.8,85,69500
1003,8,163,2.8,255,10.4,75,69500
1003,11,632,0.9,180,14.6,55,69500
1003,14,869,3.2,108,17.6,42,69300
1003,17,560,4.9,81,19.1,38,69100
1003,20,66,4.9,59,16.8,48,69200
1003,23,0,5.4,25,14.1,57,69400
1004,2,0,4.3,303,10.8,80,69500
1004,5,0,4.2,277,10.1,81,69500
1004,8,86,2.0,300,10.5,78,69600
1004,11,260,0.6,219,11.4,72,69800
1004,14,375,2.5,268,12.1,64,69700
1004,17,297,0.7,297,12.8,62,69500
1004,20,49,1.5,180,12.0,72,69500
1004,23,0,1.1,265,9.5,85,69600
1005,2,0,1.8,357,9.6,83,69400
1005,5,0,0.9,36,7.9,84,69400
1005,8,246,0.9,270,10.9,67,69400
1005,11,739,1.5,298,14.9,56,69300
1005,14,804,4.8,348,16.4,50,69000
1005,17,489,1.6,4,17.8,41,68900
1005,20,74,0.1,0,15.3,54,69000
1005,23,0,1.7,59,11.4,73,69100
1006,2,0,1.4,17,9.5,82,69000
1006,5,0,0.7,344,7.8,82,69000
1006,8,274,2.1,299,11.5,67,69100
1006,11,798,0.2,333,16.3,51,69100
1006,14,873,4.1,350,19.6,34,68900
1006,17,547,3.1,306,20.4,29,68700
1006,20,83,2.4,48,18.8,37,68800
1006,23,0,5.4,92,13.8,55,69000
1007,2,0,4.4,85,10.9,68,69100
1007,5,0,3.3,90,9.6,69,69100
1007,8,257,2.1,95,11.8,61,69300
1007,11,820,2.8,117,16.3,46,69200
1007,14,978,3.3,115,20.4,35,68900
1007,17,580,5.1,91,21.3,32,68800
1007,20,75,7.0,94,18.5,44,69000
1007,23,0,6.0,82,14.7,60,69300
1008,2,0,4.0,89,11.6,69,69200
1008,5,0,2.8,73,10.0,69,69200
1008,8,265,2.1,76,12.8,60,69300
1008,11,742,3.7,104,16.8,46,69300
1008,14,865,3.9,87,19.5,38,69100
1008,17,578,4.2,114,20.7,34,68900
1008,20,83,8.6,108,17.0,49,69100
1008,23,0,6.4,99,13.4,61,69500
1009,2,0,5.6,97,11.8,56,69400
1009,5,0,4.1,90,10.3,56,69400
1009,8,201,4.1,91,11.5,44,69500
1009,11,576,4.4,99,14.8,34,69500
1009,14,561,3.4,100,17.2,31,69300
1009,17,348,4.4,90,17.9,32,69200
1009,20,60,6.7,118,15.8,44,69300
1009,23,0,6.2,97,12.4,56,69500
1010,2,0,4.0,87,10.4,64,69500
1010,5,0,3.6,90,8.7,61,69500
1010,8,249,2.2,90,11.7,44,69600
1010,11,775,1.1,117,15.7,36,69500
1010,14,863,2.4,107,19.6,29,69200
1010,17,531,4.1,119,20.7,25,69000
1010,20,84,4.8,114,19.2,30,69100
1010,23,0,4.4,201,15.5,51,69400
1011,2,0,2.7,68,12.5,59,69300
1011,5,0,2.3,108,11.1,58,69400
1011,8,271,0.9,144,12.9,50,69500
1011,11,809,1.8,112,17.7,39,69400
1011,14,849,1.4,73,21.7,29,69100
1011,17,494,3.1,36,19.9,36,69100
1011,20,75,3.6,108,18.8,39,69100
1011,23,0,3.7,110,15.7,55,69300
1012,2,0,3.2,77,13.4,60,69200
1012,5,0,2.5,85,11.7,65,69200
1012,8,266,1.4,335,13.9,56,69300
1012,11,780,2.3,75,18.5,43,69300
1012,14,876,0.2,117,21.0,36,69100
1012,17,527,4.0,7,21.4,26,69000
1012,20,72,5.7,64,18.0,45,69200
1012,23,0,4.5,58,14.6,60,69400
1013,2,0,1.9,39,12.0,73,69300
1013,5,0,3.3,321,10.8,78,69400
1013,8,233,2.6,281,13.1,67,69500
1013,11,718,1.4,8,17.3,45,69500
1013,14,882,2.4,312,20.4,35,69300
1013,17,516,2.1,113,19.3,40,69100
1013,20,65,4.0,81,17.7,45,69200
1013,23,0,4.2,90,14.6,61,69300
1014,2,0,1.9,3,11.4,76,69400
1014,5,0,2.1,41,10.3,76,69300
1014,8,248,1.7,283,12.8,66,69400
1014,11,794,0.6,135,16.9,49,69300
1014,14,959,2.2,93,20.2,40,69000
1014,17,590,6.1,68,20.4,40,68800
1014,20,82,5.4,97,18.5,45,68800
1014,23,0,4.9,91,15.1,59,69100
1015,2,0,2.0,53,12.0,67,69200
1015,5,0,1.8,81,11.1,64,69100
1015,8,264,0.4,0,13.2,57,69200
1015,11,805,2.0,114,17.9,40,69100
1015,14,966,3.8,90,21.5,30,68900
1015,17,644,4.9,90,22.5,27,68700
1015,20,91,7.0,109,20.3,35,68800
1015,23,0,5.4,74,16.2,48,69000
1016,2,0,4.4,93,13.6,55,69000
1016,5,0,2.2,90,12.1,62,68900
1016,8,268,1.7,107,14.2,50,69000
1016,11,834,3.5,106,19.3,34,68900
1016,14,1005,4.8,97,23.7,24,68700
1016,17,635,7.6,97,24.4,25,68500
1016,20,90,8.2,100,21.7,33,68600
1016,23,0,5.6,79,17.6,43,68700
1017,2,0,4.3,90,15.8,46,68700
1017,5,0,2.9,106,14.5,49,68700
1017,8,120,2.7,80,15.8,46,68900
1017,11,342,2.7,306,18.0,39,69000
1017,14,328,7.3,299,17.4,49,69100
1017,17,225,3.4,291,16.2,60,69200
1017,20,38,3.2,106,15.0,60,69300
1017,23,0,3.3,97,13.8,70,69500
1018,2,0,1.6,162,12.5,82,69500
1018,5,0,1.7,111,12.2,83,69500
1018,8,174,1.7,90,12.8,74,69500
1018,11,641,1.1,63,16.2,57,69500
1018,14,866,1.9,74,18.8,47,69200
1018,17,600,3.4,109,20.4,43,69000
1018,20,77,6.3,105,17.6,59,69000
1018,23,0,5.0,85,14.0,70,69300
1019,2,0,4.3,87,12.6,70,69300
1019,5,0,4.0,86,11.5,70,69200
1019,8,205,3.7,88,13.1,61,69300
1019,11,721,5.2,101,17.8,47,69200
1019,14,759,6.0,106,21.2,38,68900
1019,17,337,5.9,105,20.2,43,68700
1019,20,31,4.5,115,16.2,65,68900
1019,23,0,2.2,13,14.4,77,69100
1020,2,0,0.9,54,13.6,76,69100
1020,5,0,0.5,79,11.9,79,69100
1020,8,195,4.5,282,13.5,63,69300
1020,11,679,6.8,301,18.5,40,69200
1020,14,912,7.4,336,20.8,34,69100
1020,17,611,5.5,351,21.3,30,69000
1020,20,85,4.3,13,19.2,37,69200
1020,23,0,5.0,93,14.1,58,69400
1021,2,0,4.1,91,11.7,84,69400
1021,5,0,3.4,90,10.0,84,69400
1021,8,251,1.3,99,12.0,72,69500
1021,11,797,2.0,117,16.9,52,69400
1021,14,971,3.3,101,21.6,33,69100
1021,17,527,3.7,106,23.5,26,68900
1021,20,62,6.8,111,21.5,30,69000
1021,23,0,5.3,90,17.4,44,69200
1022,2,0,2.9,90,14.7,53,69200
1022,5,0,2.7,68,13.2,53,69300
1022,8,168,1.7,33,15.2,47,69400
1022,11,663,2.0,127,19.5,34,69400
1022,14,791,3.9,125,22.8,23,69300
1022,17,485,6.0,108,22.9,20,69300
1022,20,80,7.8,104,21.0,23,69300
1022,23,0,5.9,112,16.4,41,69500
1023,2,0,4.8,230,16.5,34,69400
1023,5,0,5.7,297,14.9,42,69500
1023,8,73,5.0,353,14.1,55,69600
1023,11,267,0.6,171,14.2,54,69800
1023,14,389,4.2,97,14.6,51,69800
1023,17,242,4.2,90,14.8,55,69700
1023,20,33,3.8,105,14.3,58,69800
1023,23,0,1.5,82,12.6,71,70000
1024,2,0,3.3,301,8.8,86,70000
1024,5,0,3.7,286,7.1,86,70000
1024,8,262,3.0,279,10.4,66,70100
1024,11,820,0.3,252,16.4,42,70000
1024,14,1018,1.8,99,20.7,27,69700
1024,17,661,3.2,141,22.3,20,69500
1024,20,90,4.2,91,20.1,29,69500
1024,23,0,2.5,69,15.7,43,69700
1025,2,0,3.8,302,11.4,72,69700
1025,5,0,2.2,270,9.5,72,69700
1025,8,256,3.5,268,12.9,55,69800
1025,11,823,0.6,231,18.6,37,69800
1025,14,954,0.7,0,22.5,30,69500
1025,17,580,4.2,91,21.1,32,69400
1025,20,85,5.8,117,18.6,45,69500
1025,23,0,1.8,99,15.4,58,69600
1026,2,0,1.6,320,11.6,63,69500
1026,5,0,0.7,117,10.5,62,69600
1026,8,253,0.8,240,13.6,51,69700
1026,11,823,1.1,158,19.1,35,69600
1026,14,926,2.3,121,23.0,28,69300
1026,17,553,2.1,28,22.1,28,69200
1026,20,79,1.2,76,20.9,37,69200
1026,23,0,1.7,90,17.3,42,69400
1027,2,0,2.4,92,15.1,43,69300
1027,5,0,1.8,117,13.0,51,69300
1027,8,260,0.6,129,14.7,41,69300
